,sector,state,district,sex,age,cwstype,wage,edu_cat,log_wage
39700,1,Gujarat,13,male,37,regular wage/salaried employees,14500,below middle,9.581903928
65380,1,Gujarat,13,male,60,regular wage/salaried employees,7500,below middle,8.9226583
72368,2,Tripura,1,male,45,self employed,15000,below middle,9.61580548
75555,2,Tamil Nadu,7,male,64,self employed,15000,below middle,9.61580548
49080,2,West Bengal,17,female,55,regular wage/salaried employees,1,below middle,0
85966,1,Uttrakhand,9,female,25,self employed,1,Secondary & higher,0
96485,2,Tamil Nadu,2,male,34,self employed,20000,Secondary & higher,9.903487553
57436,1,Madhya Pradesh,19,male,45,self employed,5000,below middle,8.517193191
138768,2,West Bengal,17,male,22,regular wage/salaried employees,3500,Graduate & above,8.160518247
142323,2,Sikkim,4,male,28,regular wage/salaried employees,35000,Graduate & above,10.46310334
56660,1,J&K,3,female,30,self employed,1,below middle,0
22895,2,Mizoram,3,male,48,self employed,8000,below middle,8.987196821
3119,2,West Bengal,10,male,40,regular wage/salaried employees,6000,below middle,8.699514748
1159,1,D & N Haveli,1,female,61,self employed,1,below middle,0
74660,1,Andhra Pradesh,5,male,41,casual labour,4550,below middle,8.422882512
60773,1,Manipur,7,male,46,self employed,12000,below middle,9.392661929
59360,1,Gujarat,7,female,45,casual labour,6066.667,below middle,8.710564639
100783,2,Uttar Pradesh,33,male,45,regular wage/salaried employees,10000,Secondary & higher,9.210340372
119667,1,J&K,22,female,28,regular wage/salaried employees,4500,Secondary & higher,8.411832676
72157,1,Odisha,5,female,58,self employed,4000,below middle,8.29404964
39006,2,Chandigarh,1,female,30,regular wage/salaried employees,5000,below middle,8.517193191
8406,2,Maharashtra,35,male,50,casual labour,6500,below middle,8.779557456
135989,1,Manipur,4,male,28,regular wage/salaried employees,15000,Graduate & above,9.61580548
105690,1,West Bengal,18,male,29,casual labour,4333.333,Secondary & higher,8.374092271
111788,2,Gujarat,19,male,20,regular wage/salaried employees,9000,Secondary & higher,9.104979856
49552,1,Puducherry,4,male,52,self employed,1,below middle,0
136093,1,Madhya Pradesh,12,female,29,regular wage/salaried employees,1500,Graduate & above,7.313220387
80446,2,Manipur,7,male,41,self employed,20000,below middle,9.903487553
19451,2,Kerala,2,male,58,casual labour,18200,below middle,9.809176873
26297,1,Kerala,5,male,36,casual labour,9100,below middle,9.116029693
135166,2,Kerala,14,female,61,regular wage/salaried employees,225000,Graduate & above,12.32385568
19356,2,Uttrakhand,11,male,35,self employed,8000,below middle,8.987196821
99485,1,Tamil Nadu,18,female,32,self employed,5420,Secondary & higher,8.597851094
141574,2,Assam,23,male,34,regular wage/salaried employees,25000,Graduate & above,10.1266311
37554,1,Odisha,27,female,58,self employed,1,below middle,0
33599,2,Kerala,4,male,41,self employed,9000,below middle,9.104979856
119755,2,Maharashtra,28,female,33,regular wage/salaried employees,1,Secondary & higher,0
49861,2,Haryana,7,male,55,casual labour,6066.667,below middle,8.710564639
37550,1,Mizoram,8,male,35,casual labour,10400,below middle,9.249561085
43713,1,Maharashtra,25,male,42,casual labour,9100,below middle,9.116029693
42951,1,Uttar Pradesh,12,male,38,self employed,10000,below middle,9.210340372
54242,2,Telangana,23,male,58,casual labour,15166.67,below middle,9.626855536
73490,2,Rajasthan,2,male,57,regular wage/salaried employees,28000,below middle,10.23995979
78520,1,J&K,14,male,59,self employed,13000,below middle,9.472704636
14000,1,Kerala,13,male,54,self employed,5000,below middle,8.517193191
87401,2,Himachal Pradesh,2,male,48,regular wage/salaried employees,7000,Secondary & higher,8.853665428
125729,2,Nagaland,10,female,31,regular wage/salaried employees,30000,Graduate & above,10.30895266
56484,1,Telangana,31,male,40,self employed,10000,below middle,9.210340372
19515,1,Uttar Pradesh,35,male,55,self employed,6000,below middle,8.699514748
56412,1,Punjab,15,male,54,casual labour,9100,below middle,9.116029693
2923,2,Bihar,24,female,50,self employed,7000,below middle,8.853665428
144208,1,Tripura,1,male,26,regular wage/salaried employees,8000,Graduate & above,8.987196821
110821,2,Delhi,8,male,40,regular wage/salaried employees,12000,Secondary & higher,9.392661929
140045,2,Karnataka,18,male,57,regular wage/salaried employees,40000,Graduate & above,10.59663473
44215,1,West Bengal,10,male,58,regular wage/salaried employees,4000,below middle,8.29404964
142254,1,Meghalaya,1,male,32,regular wage/salaried employees,32560,Graduate & above,10.39083982
72768,1,Rajasthan,4,male,65,self employed,10000,below middle,9.210340372
114719,2,Maharashtra,21,female,27,self employed,800,Secondary & higher,6.684611728
27112,1,Andhra Pradesh,8,male,47,self employed,8800,below middle,9.082507
97073,1,Uttar Pradesh,21,male,27,self employed,1,Secondary & higher,0
117546,2,J&K,14,male,42,self employed,16000,Secondary & higher,9.680344001
79140,1,Haryana,11,male,45,self employed,1,below middle,0
20859,1,Jharkhand,16,male,54,self employed,20000,below middle,9.903487553
43854,2,Madhya Pradesh,30,male,57,self employed,7000,below middle,8.853665428
133742,2,Maharashtra,21,male,40,regular wage/salaried employees,45000,Graduate & above,10.71441777
118270,2,Rajasthan,13,male,24,self employed,1,Secondary & higher,0
7614,1,Himachal Pradesh,2,female,42,self employed,1,below middle,0
77891,2,Uttar Pradesh,26,male,23,self employed,1,below middle,0
106484,1,Uttar Pradesh,33,male,27,casual labour,12133.33,Secondary & higher,9.40371149
76834,1,Madhya Pradesh,46,male,45,casual labour,7583.333,below middle,8.933708092
121133,1,J&K,17,male,32,self employed,18000,Secondary & higher,9.798127037
81470,1,Andhra Pradesh,3,female,29,casual labour,3466.667,below middle,8.150948893
52684,1,Haryana,6,male,66,regular wage/salaried employees,8500,below middle,9.047821442
89661,2,Gujarat,8,male,45,self employed,13000,Secondary & higher,9.472704636
110282,1,Assam,14,male,21,self employed,1,Secondary & higher,0
130264,2,Kerala,11,male,24,regular wage/salaried employees,10000,Graduate & above,9.210340372
116613,1,Himachal Pradesh,7,male,41,regular wage/salaried employees,20000,Secondary & higher,9.903487553
132846,2,Maharashtra,25,male,34,regular wage/salaried employees,75000,Graduate & above,11.22524339
91958,1,Karnataka,9,male,64,self employed,8000,Secondary & higher,8.987196821
73682,2,J&K,10,male,40,regular wage/salaried employees,6000,below middle,8.699514748
83459,2,West Bengal,23,male,40,self employed,1,below middle,0
96690,1,Uttar Pradesh,8,male,18,self employed,1,Secondary & higher,0
89589,2,Uttar Pradesh,33,male,25,regular wage/salaried employees,8000,Secondary & higher,8.987196821
49993,1,Jharkhand,1,female,50,self employed,1,below middle,0
411,2,Madhya Pradesh,1,male,45,casual labour,4333.333,below middle,8.374092271
127649,2,West Bengal,2,female,26,regular wage/salaried employees,12000,Graduate & above,9.392661929
41438,1,Andhra Pradesh,9,female,32,self employed,8800,below middle,9.082507
9934,1,Nagaland,4,female,55,self employed,1,below middle,0
89043,1,Assam,18,male,42,regular wage/salaried employees,12000,Secondary & higher,9.392661929
124202,1,Chhattisgarh,9,male,19,self employed,1,Secondary & higher,0
58424,1,Arunachal Pradesh,9,male,40,self employed,6000,below middle,8.699514748
1066,1,West Bengal,18,male,21,regular wage/salaried employees,10500,below middle,9.259130536
35150,1,Uttar Pradesh,33,male,48,self employed,8000,below middle,8.987196821
133785,2,Tamil Nadu,22,male,34,regular wage/salaried employees,10000,Graduate & above,9.210340372
12755,1,Madhya Pradesh,26,male,40,self employed,30000,below middle,10.30895266
81146,1,Chhattisgarh,26,male,38,self employed,3000,below middle,8.006367568
75190,1,Haryana,13,male,39,casual labour,12133.33,below middle,9.40371149
139922,2,Assam,6,male,52,regular wage/salaried employees,15000,Graduate & above,9.61580548
51998,1,Uttar Pradesh,23,male,60,self employed,7000,below middle,8.853665428
118060,2,Odisha,5,male,32,self employed,4500,Secondary & higher,8.411832676
64446,2,Tamil Nadu,3,female,42,self employed,1,below middle,0
102321,1,Bihar,29,male,50,self employed,15500,Secondary & higher,9.648595303
134278,2,Andhra Pradesh,13,male,49,self employed,20000,Graduate & above,9.903487553
56984,2,Odisha,7,male,47,regular wage/salaried employees,12000,below middle,9.392661929
122590,1,Maharashtra,10,female,39,casual labour,3640,Secondary & higher,8.199738961
101980,2,Uttrakhand,5,male,40,regular wage/salaried employees,25000,Secondary & higher,10.1266311
91952,1,Madhya Pradesh,40,male,39,casual labour,6500,Secondary & higher,8.779557456
15799,1,Maharashtra,7,male,35,casual labour,7583.333,below middle,8.933708092
17934,2,Goa,1,male,55,self employed,16000,below middle,9.680344001
107378,1,Kerala,12,male,37,self employed,8000,Secondary & higher,8.987196821
39106,2,Rajasthan,4,male,38,self employed,12000,below middle,9.392661929
13248,1,Odisha,29,female,20,self employed,1,below middle,0
55750,2,Telangana,25,male,41,self employed,1,below middle,0
67254,1,Bihar,32,male,32,self employed,9500,below middle,9.159047078
138375,2,Karnataka,18,female,27,regular wage/salaried employees,28000,Graduate & above,10.23995979
106947,1,Arunachal Pradesh,3,male,41,regular wage/salaried employees,36150,Secondary & higher,10.49543223
50270,1,Tamil Nadu,3,male,55,regular wage/salaried employees,10000,below middle,9.210340372
108867,1,J&K,21,male,24,regular wage/salaried employees,12000,Secondary & higher,9.392661929
90566,2,Tamil Nadu,11,male,50,self employed,18000,Secondary & higher,9.798127037
101576,1,Gujarat,21,female,42,self employed,5600,Secondary & higher,8.630521877
138327,2,Rajasthan,6,male,40,self employed,10000,Graduate & above,9.210340372
102175,1,Bihar,6,male,22,self employed,3000,Secondary & higher,8.006367568
41046,2,Gujarat,17,female,37,regular wage/salaried employees,4200,below middle,8.342839804
2027,1,Gujarat,17,male,44,self employed,10000,below middle,9.210340372
89356,1,Assam,13,female,48,regular wage/salaried employees,35000,Secondary & higher,10.46310334
110653,1,Assam,7,male,42,self employed,14520,Secondary & higher,9.583282288
51343,1,Assam,1,male,45,self employed,10000,below middle,9.210340372
113513,2,Madhya Pradesh,22,female,21,self employed,3000,Secondary & higher,8.006367568
56418,1,Uttar Pradesh,36,male,60,self employed,7000,below middle,8.853665428
100988,2,Maharashtra,25,male,31,regular wage/salaried employees,22200,Secondary & higher,10.00784757
82507,1,Maharashtra,15,female,45,self employed,1,below middle,0
99059,2,Arunachal Pradesh,3,female,37,regular wage/salaried employees,45800,Secondary & higher,10.73203937
13254,2,Himachal Pradesh,6,female,27,casual labour,10616.67,below middle,9.270180686
62146,2,Kerala,13,male,68,self employed,12000,below middle,9.392661929
24623,2,Haryana,6,male,24,regular wage/salaried employees,6800,below middle,8.824677891
113365,2,West Bengal,16,male,42,self employed,9000,Secondary & higher,9.104979856
129017,2,Telangana,31,male,44,self employed,10000,Graduate & above,9.210340372
3523,1,Jharkhand,21,male,72,self employed,6000,below middle,8.699514748
4414,1,Tamil Nadu,13,male,65,self employed,9000,below middle,9.104979856
121833,1,Arunachal Pradesh,10,male,31,regular wage/salaried employees,35000,Secondary & higher,10.46310334
92865,1,Tamil Nadu,26,male,34,regular wage/salaried employees,15000,Secondary & higher,9.61580548
52767,1,Haryana,10,male,26,casual labour,12133.33,below middle,9.40371149
145551,1,Tamil Nadu,3,male,25,regular wage/salaried employees,8000,Graduate & above,8.987196821
33104,2,Kerala,2,male,52,self employed,30000,below middle,10.30895266
125114,2,Mizoram,5,female,46,regular wage/salaried employees,30000,Graduate & above,10.30895266
4851,1,Odisha,3,female,54,self employed,1,below middle,0
29916,1,Mizoram,6,female,26,self employed,1,below middle,0
56804,1,Bihar,1,male,35,self employed,10000,below middle,9.210340372
96866,2,Haryana,12,male,45,regular wage/salaried employees,17000,Secondary & higher,9.740968623
97147,1,J&K,22,female,47,self employed,8000,Secondary & higher,8.987196821
117795,1,Tamil Nadu,30,male,29,self employed,10000,Secondary & higher,9.210340372
19706,2,Karnataka,23,male,35,regular wage/salaried employees,10000,below middle,9.210340372
6051,2,Tamil Nadu,27,male,55,self employed,6000,below middle,8.699514748
114742,2,Gujarat,25,male,30,self employed,1,Secondary & higher,0
86116,1,Himachal Pradesh,8,male,58,regular wage/salaried employees,45000,Secondary & higher,10.71441777
50506,1,Uttar Pradesh,21,female,38,self employed,1,below middle,0
88940,2,Karnataka,5,male,52,regular wage/salaried employees,25000,Secondary & higher,10.1266311
130383,1,Sikkim,4,male,47,regular wage/salaried employees,36000,Graduate & above,10.49127422
96616,1,Himachal Pradesh,9,male,23,regular wage/salaried employees,5000,Secondary & higher,8.517193191
3282,1,D & N Haveli,1,male,26,regular wage/salaried employees,9000,below middle,9.104979856
126662,1,Uttar Pradesh,5,male,26,regular wage/salaried employees,6000,Graduate & above,8.699514748
117003,1,J&K,20,female,60,self employed,1,Secondary & higher,0
93418,2,Karnataka,15,female,62,self employed,4500,Secondary & higher,8.411832676
88823,2,Madhya Pradesh,48,female,31,regular wage/salaried employees,18500,Secondary & higher,9.825526011
138388,2,Kerala,2,male,52,regular wage/salaried employees,52000,Graduate & above,10.858999
140612,2,Mizoram,3,female,54,regular wage/salaried employees,50000,Graduate & above,10.81977828
53650,2,Telangana,23,female,42,regular wage/salaried employees,10000,below middle,9.210340372
57721,2,Maharashtra,15,male,50,casual labour,7583.333,below middle,8.933708092
2960,2,Mizoram,3,male,27,casual labour,6066.667,below middle,8.710564639
59930,1,Karnataka,1,male,62,casual labour,5416.667,below middle,8.597235961
138382,2,Madhya Pradesh,44,male,36,regular wage/salaried employees,50000,Graduate & above,10.81977828
93717,2,Karnataka,14,male,50,self employed,1000,Secondary & higher,6.907755279
24567,1,Maharashtra,20,female,50,self employed,1,below middle,0
66402,2,Maharashtra,20,male,34,self employed,10000,below middle,9.210340372
122301,2,Kerala,11,female,62,self employed,1,Secondary & higher,0
18811,1,Bihar,4,male,18,self employed,1,below middle,0
20172,1,West Bengal,17,male,55,self employed,2500,below middle,7.824046011
100568,2,Haryana,20,male,22,self employed,20000,Secondary & higher,9.903487553
64853,2,Uttar Pradesh,44,male,65,casual labour,12133.33,below middle,9.40371149
77607,1,Odisha,25,male,49,self employed,8500,below middle,9.047821442
2889,1,West Bengal,7,male,44,self employed,1000,below middle,6.907755279
17256,1,Odisha,6,male,52,self employed,6000,below middle,8.699514748
21720,1,Madhya Pradesh,8,female,48,self employed,1,below middle,0
12673,1,Madhya Pradesh,40,female,43,self employed,8500,below middle,9.047821442
33064,1,Karnataka,1,female,56,self employed,1,below middle,0
100417,2,Punjab,22,male,30,casual labour,5200,Secondary & higher,8.556413905
62350,1,Tamil Nadu,8,male,45,self employed,16000,below middle,9.680344001
111808,2,Delhi,9,male,70,self employed,1,Secondary & higher,0
141357,1,Jharkhand,13,male,70,self employed,7000,Graduate & above,8.853665428
111977,1,Gujarat,17,female,42,self employed,10700,Secondary & higher,9.27799902
